id,name,album,artist,genre
00sydAz6PeOxYzwG1dRIPi,Search and Destroy - Iggy Pop Mix,Raw Power,The Stooges,"alternative rock, blues rock, classic rock, dance rock, garage rock, new wave, permanent wave, post-punk, protopunk, psychedelic rock, punk, punk blues, rock"
672N8DGGTOLCOgWe0koX5g,I Wanna Be Your Dog,The Stooges,The Stooges,"alternative rock, blues rock, classic rock, dance rock, garage rock, new wave, permanent wave, post-punk, protopunk, psychedelic rock, punk, punk blues, rock"
2nnr4pYeHeshYImaTXy2QU,In the End,Worship Music,Anthrax,"album rock, alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal"
1Vps9IVy4MXNzBNrzlkAiB,Varyags Of Miklagaard,Twilight Of The Thunder God,Amon Amarth,"alternative metal, death metal, melodic death metal, metal, power metal, swedish death metal, swedish metal, tolkien metal, viking metal"
4kOy7M6eT5kYJCZxh0c6Lh,The Rip,Third,Portishead,"chamber psych, electronica, laboratorio, trip hop"
4XJStZO25PjwMq8hlEOaDK,The Dusk in Us,The Dusk In Us,Converge,"boston hardcore, chaotic hardcore, mathcore, melodic hardcore, metalcore, post-doom metal, post-hardcore, screamo"
7IJsXawsFrWU7KC4Kr7lQy,Darker,Lost Sides,Doves,"alternative rock, britpop, chamber psych, electronica, indie rock, modern rock, new rave, rock"
0w8dULoVhTuC8x8m8PKwX7,"Of Moons, Birds & Monsters",Oracular Spectacular,MGMT,"alternative dance, indie rock, indietronica, modern rock, rock"
5xcSOCo9yd86JTXDFqpzBh,Holes - Remastered,Deserter's Songs (Deluxe Edition),Mercury Rev,"alternative rock, art pop, art rock, buffalo ny indie, chamber pop, chamber psych, indie rock, melancholia, shoegaze"
2EEinN4Zk8MUv4OQuLsTBj,Age of Consent - 2015 Remaster,Power Corruption and Lies,New Order,"art rock, dance rock, madchester, new romantic, new wave, new wave pop, permanent wave, post-punk, rock, synthpop, uk post-punk"
4ZuC5MfGjRQs3pZtPxqMYP,Shadowplay - 2007 Remaster,Unknown Pleasures (Collector's Edition),Joy Division,"alternative rock, art rock, dance rock, madchester, new wave, post-punk, rock, uk post-punk"
6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,Brotherhood (Collector's Edition),New Order,"art rock, dance rock, madchester, new romantic, new wave, new wave pop, permanent wave, post-punk, rock, synthpop, uk post-punk"
1EvsBXlRgZaVzZ3unJ6yT6,Over Everything,Lotta Sea Lice,Courtney Barnett,"australian indie, indie rock, melbourne indie"
2r4cSpg6mKnb8wBBN5g5hz,Amok,AMOK,Atoms For Peace,"electronic rock, glitch pop, modern alternative rock, supergroup"
59qdWok2u5ItLGEVf008kD,Any Day Now,Asleep In The Back,Elbow,"britpop, chamber pop, chamber psych, indie rock, modern rock, rock"
4dYME2vEklDwBIYYxZ1tRx,Candidate - 2019 Digital Master,Unknown Pleasures,Joy Division,"alternative rock, art rock, dance rock, madchester, new wave, post-punk, rock, uk post-punk"
4qVqGc1ossRcBqmKCZppx9,Brief Exchange - from DC's Dark Nights: Metal Soundtrack,Brief Exchange (from DC's Dark Nights: Metal Soundtrack),Chino Moreno,sacramento indie
3Wkq6ESPYijINcm3G3bfwI,Sistinas,Danzig III: How The Gods Kill,Danzig,"alternative metal, hard rock, metal, rock"
4lRvl2PMPqavdm4Q1qNV0M,New Colossal Hate,New Colossal Hate,Lamb of God,"alternative metal, groove metal, melodic metalcore, metal, nu metal, virginia metal"
5hsq03E3do2gWhyOVV2Api,Another World,Another World,Gojira,"alternative metal, french death metal, french metal, metal, nu metal, progressive groove metal, rock"
5I29F9GR0OkaU1nuxp9hU8,Memento Mori,Lamb of God,Lamb of God,"alternative metal, groove metal, melodic metalcore, metal, nu metal, virginia metal"
01zEyqBizEZ1MDOaJ4nL4d,Let The Chaos Reign,Let The Chaos Reign,Pop Evil,"alternative metal, nu metal, post-grunge, rap rock"
4zx54sa1AiERlvrFyLMXtJ,Death Diviner,Death Diviner,Soilwork,"alternative metal, melodic death metal, melodic groove metal, melodic metalcore, metal, nu metal, swedish death metal, swedish metal"
62L8HlrCQLvBHKfpu8iqLa,Slide Away - Remastered,Definitely Maybe (Remastered),Oasis,"beatlesque, britpop, madchester, modern rock, permanent wave, rock"
01BgJEU3KP23gWD8PyoHLw,Coal Mine,Apricity,Syd Arthur,kent indie
6ypKaenmVXMCXvlkfYOpjf,Raise Your Horns,Jomsviking,Amon Amarth,"alternative metal, death metal, melodic death metal, metal, power metal, swedish death metal, swedish metal, tolkien metal, viking metal"
1ahzHj4rfljE8w4ZwpEjOM,A Little While,Harmless Melodies,Yellow Days,"bedroom pop, indie garage rock"
1amSa5xo79zINsgrpNlNge,Lotus Flower,The King Of Limbs,Radiohead,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
1ivW2dMacQpwAoc9olT6UJ,Ragoo,Because Of The Times,Kings of Leon,"modern rock, rock"
5vZ4IeUenK2cHub2d7yfWk,RADIO,RAMMSTEIN,Rammstein,"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte, nu metal"
526JRJ6gBGXWPCc4iZgEGp,Superhuman,Superhuman (Radio Mix),Juventa,"progressive house, progressive uplifting trance, uplifting trance"
1HfPcQ3c2HyGeID3u1lmCa,She Wolf (Falling to Pieces) [feat. Sia],Nothing but the Beat 2.0,David Guetta,"dance pop, edm, pop, pop dance, tropical house"
3lhmj5XfT5poIR5ozhiDmH,Emily,Emily,Two Friends,"edm, electropop, pop dance, pop edm, tropical house"
0W0kwHxInxC7rkIsEHFjEz,Turn The Other Way,Sounding The Seventh Trumpet,Avenged Sevenfold,"alternative metal, nu metal"
1KcOU0q9AMXV9xi4tSzzCc,Posthumous Forgiveness,The Slow Rush,Tame Impala,"australian psych, neo-psychedelic"
1s7fF5rM9oJmfpkK4OF8tu,Never Fade,Rainier Fog,Alice In Chains,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock"
5n5K6czwgPvZQpMTJVZ03O,Shock Me,Purple,Baroness,"alternative metal, post-doom metal, progressive sludge, sludge metal"
2Q7xYxV504kca2EYXOrMJx,Healer,Meanderthal,Torche,"miami metal, post-doom metal, post-hardcore, post-metal, sludge metal, stoner metal, stoner rock"
0U0p8weaMIbIFMJ0CPlvHV,Sprawl II (Mountains Beyond Mountains),The Suburbs,Arcade Fire,"alternative dance, alternative rock, baroque pop, canadian indie, dance-punk, indie pop, indie rock, modern rock, new rave, permanent wave, quebec indie, rock"
